GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Owner GEM Entity ID,Parent,Parent GEM Entity ID,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Conversion to (fuel),Conversion to (GEM unit ID),Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,China Capacity Payment Recipient,CHP,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes),province_norm,zone,est_generation_MWh,emis_intensity_t_per_MWh
G100000104987,L100000102703,Indonesia,https://www.gem.wiki/Jawa-7_power_station,Jawa-7 power station,Unit 2,神华国华爪哇7号电站,,PT Shenhua Guohua Pembangkitan Jawa Bali [100%],E100000121277 [100%],China Shenhua Energy Co Ltd [70.0%]; PT PLN (Persero) [30.0%],E100000000175 [70.0%]; E100000000537 [30.0%],991.0,operating,2020.0,,,ultra-supercritical,unknown,,,,,Desa Terate,Kramatwatu,Serang,Banten,South-eastern Asia,Asia,-5.991694,106.1008,exact,,,,,,,,,5,0.55,8272.0,96100,4.004691945619992,30,120.1407583685998,Banten,Jawa-Madura-Bali,4774638.000000001,0.8387425278356163
G100000105005,L100000102774,Indonesia,https://www.gem.wiki/Jayapura-2_power_station,Jayapura-2 power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,cancelled,2025.0,,,subcritical,unknown,,,,,Skow Yambe,Muara Tami,Kota Jayapura,Papua,South-eastern Asia,Asia,-2.60839,140.807479,approximate,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Papua,Maluku-Papua-NTT,240900.00000000003,1.058811046019178
G100000105006,L100000102774,Indonesia,https://www.gem.wiki/Jayapura-2_power_station,Jayapura-2 power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,cancelled,,,,subcritical,unknown,,,,,,,,Papua,South-eastern Asia,Asia,-2.60839,140.807479,approximate,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Papua,Maluku-Papua-NTT,240900.00000000003,1.058811046019178
G100000114193,L100000104578,Indonesia,https://www.gem.wiki/Jayapura-3_power_station,Jayapura-3 power station,--,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,cancelled,2028.0,,,unknown,unknown,,,,,,,,Papua,South-eastern Asia,Asia,-2.60839,140.807479,approximate,,,,,,,,,0,0.55,10326.0,96100,0.25222437765855,35,8.82785321804925,Papua,Maluku-Papua-NTT,240900.00000000003,1.0470086245684929
G100000114326,L100000104615,Indonesia,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station,Jinchuan Group WP&RKA power station,Unit 1,金川集团印尼WP&RKA奥比岛自备电厂,,WP&RKA Company [100%],E100000121534 [100%],Gansu Provincial State-owned Assets Investment Group Co Ltd [48.0%]; unknown [26.9%]; China Development Bank Corp [13.5%]; Jinchuan Group Co Ltd [11.6%],E100000000189 [48.0%]; E100000132388 [26.9%]; E100001001051 [13.5%]; E100000124293 [11.6%],50.0,operating,2019.0,,,unknown,unknown,,,,,Kawasi,Obi,South Halmahera,North Maluku,South-eastern Asia,Asia,-1.56606,127.415933,exact,,,,nickel,,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,North Maluku,,240900.00000000003,1.0470086245684929
G100000114327,L100000104615,Indonesia,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station,Jinchuan Group WP&RKA power station,Unit 2,金川集团印尼WP&RKA奥比岛自备电厂,,WP&RKA Company [100%],E100000121534 [100%],Gansu Provincial State-owned Assets Investment Group Co Ltd [48.0%]; unknown [26.9%]; China Development Bank Corp [13.5%]; Jinchuan Group Co Ltd [11.6%],E100000000189 [48.0%]; E100000132388 [26.9%]; E100001001051 [13.5%]; E100000124293 [11.6%],50.0,operating,2019.0,,,unknown,unknown,,,,,Kawasi,Obi,South Halmahera,North Maluku,South-eastern Asia,Asia,-1.56606,127.415933,exact,,,,nickel,,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,North Maluku,,240900.00000000003,1.0470086245684929
G100000114328,L100000104615,Indonesia,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station,Jinchuan Group WP&RKA power station,Unit 3,金川集团印尼WP&RKA奥比岛自备电厂,,WP&RKA Company [100%],E100000121534 [100%],Gansu Provincial State-owned Assets Investment Group Co Ltd [48.0%]; unknown [26.9%]; China Development Bank Corp [13.5%]; Jinchuan Group Co Ltd [11.6%],E100000000189 [48.0%]; E100000132388 [26.9%]; E100001001051 [13.5%]; E100000124293 [11.6%],50.0,operating,2019.0,,,unknown,unknown,,,,,Kawasi,Obi,South Halmahera,North Maluku,South-eastern Asia,Asia,-1.56606,127.415933,exact,,,,nickel,,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,North Maluku,,240900.00000000003,1.0470086245684929
G100000105407,L100000102777,Indonesia,https://www.gem.wiki/Kabil_PKB_power_station,Kabil PKB power station,Unit 1,,,PT Pembangunan Kota Batam [100%],E100000121056 [100%],PT Pembangunan Kota Batam [100.0%],E100000121056 [100.0%],60.0,cancelled,,,,subcritical,subbituminous,,,,,Kabil - Pulau Batam,,,Riau,South-eastern Asia,Asia,1.589,101.638,approximate,,,,,,,,,0,0.55,10442.4,96100,0.306081097183224,35,10.71283840141284,Riau,Sumatra,289080.0,1.058811046019178
G100000105408,L100000102777,Indonesia,https://www.gem.wiki/Kabil_PKB_power_station,Kabil PKB power station,Unit 2,,,PT Pembangunan Kota Batam [100%],E100000121056 [100%],PT Pembangunan Kota Batam [100.0%],E100000121056 [100.0%],60.0,cancelled,,,,subcritical,subbituminous,,,,,Kabil - Pulau Batam,,,Riau,South-eastern Asia,Asia,1.589,101.638,approximate,,,,,,,,,0,0.55,10442.4,96100,0.306081097183224,35,10.71283840141284,Riau,Sumatra,289080.0,1.058811046019178
G100000105465,L100000102823,Indonesia,https://www.gem.wiki/Kalbar-1_power_station,Kalbar-1 power station,Unit 1,协鑫印尼卡巴电站,,Golden Concord Holdings Ltd; PT PLN Indonesia Power,E100000120508; E100000003758,PT PLN (Persero); Zhu Family Trust,E100000000537; E100002003379,100.0,operating,2020.0,,,subcritical,unknown,,,,,,,,West Kalimantan,South-eastern Asia,Asia,0.816152,108.846126,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Barat,Kalimantan,481800.00000000006,1.058811046019178
G100000113441,L100000102823,Indonesia,https://www.gem.wiki/Kalbar-1_power_station,Kalbar-1 power station,Unit 2,协鑫印尼卡巴电站,,Golden Concord Holdings Ltd; PT PLN Indonesia Power,E100000120508; E100000003758,PT PLN (Persero); Zhu Family Trust,E100000000537; E100002003379,100.0,operating,2021.0,,,subcritical,unknown,,,,,,,,West Kalimantan,South-eastern Asia,Asia,0.816152,108.846126,exact,,,,,,,,,4,0.55,10442.4,96100,0.51013516197204,31,15.81419002113324,Kalimantan Barat,Kalimantan,481800.00000000006,1.058811046019178
G100000105467,L100000102824,Indonesia,https://www.gem.wiki/Kalbar-2_power_station,Kalbar-2 power station,Phase II,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],200.0,cancelled,2021.0,,,subcritical,unknown,,,,,,,,West Kalimantan,South-eastern Asia,Asia,-0.6783899,109.25354,approximate,,,,,,,,,0,0.55,10442.4,96100,1.02027032394408,35,35.7094613380428,Kalimantan Barat,Kalimantan,963600.0000000001,1.058811046019178
G100000105466,L100000102824,Indonesia,https://www.gem.wiki/Kalbar-2_power_station,Kalbar-2 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],100.0,cancelled,2024.0,,,subcritical,unknown,,,,,Bintang Mas,Kubu Raya,,West Kalimantan,South-eastern Asia,Asia,-0.276265,109.2795913,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Barat,Kalimantan,481800.00000000006,1.058811046019178
G100000113442,L100000102824,Indonesia,https://www.gem.wiki/Kalbar-2_power_station,Kalbar-2 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],100.0,cancelled,2025.0,,,subcritical,unknown,,,,,Bintang Mas,Kubu Raya,,West Kalimantan,South-eastern Asia,Asia,-0.276265,109.2795913,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Barat,Kalimantan,481800.00000000006,1.058811046019178
G100000105468,L100000102825,Indonesia,https://www.gem.wiki/Kalbar-3_power_station,Kalbar-3 power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,cancelled,2027.0,,,subcritical,unknown,,,,,,,,West Kalimantan,South-eastern Asia,Asia,0.341989,108.940307,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Barat,Kalimantan,481800.00000000006,1.058811046019178
G100000105469,L100000102825,Indonesia,https://www.gem.wiki/Kalbar-3_power_station,Kalbar-3 power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,cancelled,2027.0,,,subcritical,unknown,,,,,,,,West Kalimantan,South-eastern Asia,Asia,0.341989,108.940307,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Barat,Kalimantan,481800.00000000006,1.058811046019178
G100000105470,L100000102751,Indonesia,https://www.gem.wiki/Kalbar-4_power_station,Kalbar-4 power station,--,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],200.0,cancelled,2028.0,,,subcritical,unknown,,,,,,,,Kalimantan,South-eastern Asia,Asia,1.227,114.577,approximate,,,,,,,,,0,0.55,10442.4,96100,1.02027032394408,35,35.7094613380428,Kalimantan,,963600.0000000001,1.058811046019178
G100000105475,L100000102784,Indonesia,https://www.gem.wiki/Kalimantan_Cement_Works_power_station,Kalimantan Cement Works power station,Unit 1,,,PT Indocement Tunggal Prakarsa Tbk [100%],E100000003757 [100%],PT Indocement Tunggal Prakarsa Tbk [100.0%],E100000003757 [100.0%],55.0,retired,1998.0,2022.0,,subcritical,unknown,,,,bioenergy,Selatan,,,South Kalimantan,South-eastern Asia,Asia,-3.272913,116.105886,exact,,,,cement & building,power,,,,24,0.55,12182.8,96100,0.3273367289320591,0,0.0,Kalimantan Selatan,Kalimantan,264990.00000000006,1.2352795536890413
G100000105484,L100000102715,Indonesia,https://www.gem.wiki/Kalselteng-1_power_station,Kalselteng-1 power station,Unit 1,"PLTU Kalteng-1, Kalimantan Tengah, 金光集团卡尔滕电站",,PT Datang DSSP Power Indonesia [100%],E100002016378 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,Desa Tumbang Kajuei,,Gunung Mas Regency,Central Kalimantan,South-eastern Asia,Asia,-1.370796,113.567203,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000105485,L100000102715,Indonesia,https://www.gem.wiki/Kalselteng-1_power_station,Kalselteng-1 power station,Unit 2,"PLTU Kalteng-1, Kalimantan Tengah, 金光集团卡尔滕电站",,PT Datang DSSP Power Indonesia [100%],E100002016378 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,Desa Tumbang Kajuei,,Gunung Mas Regency,Central Kalimantan,South-eastern Asia,Asia,-1.370796,113.567203,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000105486,L100000102716,Indonesia,https://www.gem.wiki/Kalselteng-3_power_station,Kalselteng-3 power station,Unit 1,,,PT PLN Nusantara Renewables [100%],E100001001091 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,announced,2029.0,,,subcritical,unknown,,,,,,South Arut,West Kotawaringin,Central Kalimantan,South-eastern Asia,Asia,-2.8086279,111.6430664,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000105487,L100000102716,Indonesia,https://www.gem.wiki/Kalselteng-3_power_station,Kalselteng-3 power station,Unit 2,,,PT PLN Nusantara Renewables [100%],E100001001091 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,announced,2029.0,,,subcritical,unknown,,,,,,,,Central Kalimantan,South-eastern Asia,Asia,-2.8086279,111.6430664,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000114186,L100000104574,Indonesia,https://www.gem.wiki/Kalselteng-4_power_station,Kalselteng-4 Hybrid power station,Unit 1,,,PT Barito Pacific Tbk [100%],E100001000794 [100%],PT Barito Pacific Tbk [100.0%],E100001000794 [100.0%],100.0,announced,2032.0,,,unknown,unknown,,,,,Singkawang,,,Central Kalimantan,South-eastern Asia,Asia,1.034129,108.972598,approximate,,,,,,,,,0,0.55,10326.0,96100,0.5044487553171001,35,17.6557064360985,Kalimantan Tengah,Kalimantan,481800.00000000006,1.0470086245684933
G100000114187,L100000104574,Indonesia,https://www.gem.wiki/Kalselteng-4_power_station,Kalselteng-4 Hybrid power station,Unit 2,,,PT Barito Pacific Tbk [100%],E100001000794 [100%],PT Barito Pacific Tbk [100.0%],E100001000794 [100.0%],100.0,announced,2032.0,,,unknown,unknown,,,,,Singkawang,,,Central Kalimantan,South-eastern Asia,Asia,1.034129,108.972598,approximate,,,,,,,,,0,0.55,10326.0,96100,0.5044487553171001,35,17.6557064360985,Kalimantan Tengah,Kalimantan,481800.00000000006,1.0470086245684933
G100000113819,L100000104403,Indonesia,https://www.gem.wiki/Kalselteng-5_power_station,Kalselteng-5 power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,cancelled,2028.0,,,unknown,unknown,,,,,,,,Central Kalimantan,South-eastern Asia,Asia,-2.808628,111.643066,approximate,,,,,,,,,0,0.55,10326.0,96100,0.5044487553171001,35,17.6557064360985,Kalimantan Tengah,Kalimantan,481800.00000000006,1.0470086245684933
G100000113820,L100000104403,Indonesia,https://www.gem.wiki/Kalselteng-5_power_station,Kalselteng-5 power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,cancelled,,,,unknown,unknown,,,,,,,,Central Kalimantan,South-eastern Asia,Asia,-2.808628,111.643066,approximate,,,,,,,,,0,0.55,10326.0,96100,0.5044487553171001,35,17.6557064360985,Kalimantan Tengah,Kalimantan,481800.00000000006,1.0470086245684933
G100000105488,L100000102717,Indonesia,https://www.gem.wiki/Kalteng-1_Pulang_Pisau_power_station,Kalteng-1 Pulang Pisau power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],60.0,operating,2015.0,,,subcritical,unknown,,,,,Buntoi,Kahayan Hilir,Pulang Pisau,Central Kalimantan,South-eastern Asia,Asia,-2.822646,114.208831,exact,,,,,,,,,10,0.55,11312.6,96100,0.331587855281826,25,8.28969638204565,Kalimantan Tengah,Kalimantan,289080.0,1.1470452998541096
G100000105489,L100000102717,Indonesia,https://www.gem.wiki/Kalteng-1_Pulang_Pisau_power_station,Kalteng-1 Pulang Pisau power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],60.0,operating,2015.0,,,subcritical,unknown,,,,,Buntoi,Kahayan Hilir,Pulang Pisau,Central Kalimantan,South-eastern Asia,Asia,-2.822646,114.208831,exact,,,,,,,,,10,0.55,11312.6,96100,0.331587855281826,25,8.28969638204565,Kalimantan Tengah,Kalimantan,289080.0,1.1470452998541096
G100000105490,L100000102736,Indonesia,https://www.gem.wiki/Kaltim_FTP2_power_station,Kaltim FTP2 power station,Unit 1,印尼卡帝姆2期电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,2019.0,,,subcritical,unknown,,,,,,,East Kutai,East Kalimantan,South-eastern Asia,Asia,0.0551785,117.4945887,exact,,,,,,,,,6,0.55,10442.4,96100,0.51013516197204,29,14.79391969718916,Kalimantan Timur,Kalimantan,481800.00000000006,1.058811046019178
G100000105491,L100000102736,Indonesia,https://www.gem.wiki/Kaltim_FTP2_power_station,Kaltim FTP2 power station,Unit 2,印尼卡帝姆2期电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,Teluk Kadere,Bontang Listari,East Kutai,East Kalimantan,South-eastern Asia,Asia,0.0551785,117.4945887,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Timur,Kalimantan,481800.00000000006,1.058811046019178
G100000105492,L100000102737,Indonesia,https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station,Kaltim Teluk Balikpapan power station,Unit 1,东加巴厘巴板电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],110.0,operating,2017.0,,,subcritical,unknown,,,,bioenergy,Kariangau,North Balikpapan,Balikpapan City,East Kalimantan,South-eastern Asia,Asia,-1.17036,116.78872,exact,,,,,,,,,8,0.55,10442.4,96100,0.5611486781692441,27,15.15101431056959,Kalimantan Timur,Kalimantan,529980.0000000001,1.058811046019178
G100000105493,L100000102737,Indonesia,https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station,Kaltim Teluk Balikpapan power station,Unit 2,东加巴厘巴板电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],110.0,operating,2017.0,,,subcritical,unknown,,,,bioenergy,Kariangau,North Balikpapan,Balikpapan City,East Kalimantan,South-eastern Asia,Asia,-1.17036,116.78872,exact,,,,,,,,,8,0.55,10442.4,96100,0.5611486781692441,27,15.15101431056959,Kalimantan Timur,Kalimantan,529980.0000000001,1.058811046019178
G100000113833,L100000102737,Indonesia,https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station,Kaltim Teluk Balikpapan power station,Unit 3,东加巴厘巴板电站,,PT Lestari Banten Energi [100%],E100000121035 [100%],Genting Group Sdn Bhd,E100000120495,300.0,cancelled,,,,subcritical,unknown,,,,,Kariangau,North Balikpapan,Balikpapan City,East Kalimantan,South-eastern Asia,Asia,-1.17036,116.78872,exact,,,,,,,,,0,0.55,9572.2,96100,1.40287169542311,35,49.10050933980885,Kalimantan Timur,Kalimantan,1445400.0,0.9705767921842465
G100000105494,L100000102718,Indonesia,https://www.gem.wiki/Kaltim-3_power_station,Kaltim-3 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],100.0,cancelled,2025.0,,,subcritical,unknown,,,,,,,Kutai Kartanegara,Central Kalimantan,South-eastern Asia,Asia,0.135698,116.220724,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000105495,L100000102718,Indonesia,https://www.gem.wiki/Kaltim-3_power_station,Kaltim-3 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],100.0,cancelled,2026.0,,,subcritical,unknown,,,,,,,Kutai Kartanegara,Central Kalimantan,South-eastern Asia,Asia,0.135698,116.220724,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000105496,L100000102719,Indonesia,https://www.gem.wiki/Kaltim-4_power_station,Kaltim-4 power station,Unit 1,,,PT Indonesia Energi Dinamika [100%],E100000121025 [100%],PT Indonesia Energi Dinamika [100.0%],E100000121025 [100.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,,,Berau,Central Kalimantan,South-eastern Asia,Asia,-0.364211038,117.0663078,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000105497,L100000102719,Indonesia,https://www.gem.wiki/Kaltim-4_power_station,Kaltim-4 power station,Unit 2,,,PT Indonesia Energi Dinamika [100%],E100000121025 [100%],PT Indonesia Energi Dinamika [100.0%],E100000121025 [100.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,,,Berau,Central Kalimantan,South-eastern Asia,Asia,-0.364211038,117.0663078,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000105498,L100000102720,Indonesia,https://www.gem.wiki/Kaltim-5_power_station,Kaltim-5 power station,Unit 1,,,PT PLN Indonesia Power [100%],E100000003758 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,cancelled,2027.0,,,subcritical,unknown,mine-mouth,,,,,,,Central Kalimantan,South-eastern Asia,Asia,-0.911827,117.195282,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
G100000105499,L100000102720,Indonesia,https://www.gem.wiki/Kaltim-5_power_station,Kaltim-5 power station,Unit 2,,,PT PLN Indonesia Power [100%],E100000003758 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,cancelled,2028.0,,,subcritical,unknown,mine-mouth,,,,,,,Central Kalimantan,South-eastern Asia,Asia,-0.911827,117.195282,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178
